purchase_id,product_id,supplier_id,purchase_date,quantity,unit_price_usd,total_amount_usd,delivery_days,payment_term
4249,8845,82,2023-04-11,163,1525.04,248581.52,13,60
4250,5099,66,2023-02-23,161,919.78,148084.58,13,15
4251,2332,40,2024-08-23,264,285.21,75295.44,18,90
4252,2665,53,2025-11-21,139,904.62,125742.18,13,90
4253,2784,30,2025-09-17,283,817.49,231349.67,5,30
4254,6669,8,2025-10-12,75,725.13,54384.75,6,30
4255,1179,48,2023-08-20,163,1510.09,246144.67,26,90
4256,4225,42,2025-08-05,103,520.25,53585.75,4,15
4257,490,69,2023-04-18,41,891.4,36547.4,29,45
4258,4522,50,2024-08-02,318,1074.99,341846.82,3,60
4259,3993,24,2023-04-19,75,579.51,43463.25,13,90
4260,3585,88,2025-02-20,475,615.77,292490.75,20,60
4261,3858,7,2024-12-31,311,1054.73,328021.03,4,90
4262,3189,15,2023-07-23,276,1794.21,495201.96,26,30
4263,6558,32,2023-02-27,44,1026.5,45166.0,30,45
4264,7836,41,2024-12-08,206,1803.23,371465.38,14,45
4265,8798,56,2025-05-13,76,1951.88,148342.88,10,30
4266,7659,56,2024-11-08,378,1877.81,709812.18,17,45
4267,4611,29,2023-10-02,177,151.6,26833.2,25,15
4268,9775,32,2023-08-15,339,1559.18,528562.02,29,90
4269,6763,37,2024-01-31,128,1769.66,226516.48,20,30
4270,9321,62,2025-10-24,144,1314.75,189324.0,6,90
4271,6863,40,2025-07-30,6,252.38,1514.28,5,15
4272,9314,51,2024-02-14,156,1767.89,275790.84,12,45
4273,659,59,2024-02-29,23,1475.62,33939.26,15,30
4274,6389,64,2024-11-08,13,1992.71,25905.23,19,60
4275,2092,1,2024-04-27,6,1561.36,9368.16,21,60
4276,9128,69,2023-07-30,371,373.63,138616.73,30,90
4277,5393,68,2025-03-09,183,384.18,70304.94,10,45
4278,6598,97,2023-04-02,444,139.67,62013.48,20,60
4279,3213,63,2025-05-26,211,1813.85,382722.35,5,30
4280,3789,1,2024-12-24,360,371.33,133678.8,7,90
4281,5405,69,2024-04-09,383,1967.72,753636.76,2,45
4282,3533,59,2024-04-20,342,1568.31,536362.02,19,45
4283,1666,70,2023-07-17,333,20.39,6789.87,13,60
4284,4384,23,2023-01-12,12,1504.25,18051.0,24,60
4285,6030,24,2025-08-22,420,189.25,79485.0,5,15
4286,4556,88,2024-01-13,349,326.82,114060.18,21,45
4287,5565,77,2024-03-01,374,873.78,326793.72,11,15
4288,6570,4,2024-09-06,431,617.35,266077.85,4,60
4289,815,98,2025-09-12,237,1349.3,319784.1,26,45
4290,2353,74,2024-07-08,427,1792.41,765359.07,1,60
4291,8110,73,2024-07-17,425,857.37,364382.25,25,90
4292,9822,53,2024-03-16,346,1364.53,472127.38,27,60
4293,5252,29,2025-12-25,55,1603.69,88202.95,5,90
4294,3386,58,2023-02-13,295,798.1,235439.5,18,15
4295,3952,26,2023-01-08,392,1258.31,493257.52,17,90
4296,9295,6,2023-12-21,479,912.48,437077.92,20,90
4297,9724,40,2023-04-20,185,1212.37,224288.45,26,15
4298,9840,24,2024-06-02,290,814.76,236280.4,7,90
4299,817,41,2024-05-23,41,844.2,34612.2,1,60
4300,8292,91,2024-04-01,385,610.94,235211.9,7,90
4301,6175,14,2025-03-28,202,228.62,46181.24,27,45
4302,5218,86,2024-08-29,127,762.6,96850.2,12,90
4303,6528,41,2025-05-17,445,109.72,48825.4,27,90
4304,8858,32,2024-11-25,480,923.95,443496.0,16,60
4305,5650,38,2025-02-18,388,1080.85,419369.8,16,60
4306,1632,79,2023-09-29,402,528.67,212525.34,6,45
4307,2575,50,2025-02-13,282,821.17,231569.94,26,15
4308,1491,85,2023-03-26,228,148.06,33757.68,15,30
4309,1643,53,2024-04-30,214,72.08,15425.12,18,15
4310,8144,38,2024-04-14,351,1086.32,381298.32,9,60
4311,4131,92,2025-03-20,182,254.64,46344.48,5,15
4312,2449,34,2025-02-26,106,1488.86,157819.16,21,45
4313,3949,76,2024-07-08,400,1141.77,456708.0,21,45
4314,5813,68,2023-08-17,269,39.06,10507.14,4,60
4315,9582,49,2025-06-04,411,362.67,149057.37,22,30
4316,9715,25,2023-02-27,448,1001.28,448573.44,17,30
4317,7728,38,2025-07-05,497,95.6,47513.2,8,60
4318,8695,10,2024-09-28,246,1372.94,337743.24,29,15
4319,758,35,2024-06-13,248,1197.75,297042.0,28,15
4320,9422,68,2024-06-11,264,1961.51,517838.64,2,60
4321,7419,10,2024-10-07,147,899.71,132257.37,9,60
4322,5683,2,2025-03-20,422,355.01,149814.22,13,30
4323,3535,49,2025-10-17,348,1897.57,660354.36,2,30
4324,6722,17,2025-08-28,262,1195.23,313150.26,8,30
4325,8713,68,2025-02-28,283,696.79,197191.57,9,15
4326,4726,53,2025-01-19,461,396.4,182740.4,6,90
4327,7794,4,2023-10-14,488,441.47,215437.36,2,15
4328,2294,82,2023-06-09,170,906.94,154179.8,6,45
4329,1998,54,2024-01-09,409,1586.85,649021.65,11,15
4330,9547,57,2024-12-07,62,1151.42,71388.04,1,15
4331,4547,85,2023-01-04,162,453.39,73449.18,14,15
4332,1452,60,2023-02-10,454,1903.93,864384.22,13,60
4333,2364,38,2023-06-17,19,722.69,13731.11,29,15
4334,192,67,2023-06-25,49,1998.12,97907.88,16,45
4335,7831,28,2024-12-13,387,41.66,16122.42,3,60
4336,8137,71,2023-07-22,75,1752.9,131467.5,12,90
4337,5247,56,2024-09-08,439,1373.09,602786.51,15,90
4338,3534,67,2023-05-23,386,1252.07,483299.02,8,30
4339,4219,50,2024-11-27,227,1276.07,289667.89,8,15
4340,9146,30,2025-04-05,205,649.58,133163.9,27,45
4341,5467,14,2024-04-25,354,1145.6,405542.4,26,15
4342,1763,70,2025-04-15,246,1635.66,402372.36,2,60
4343,7890,69,2024-11-14,46,148.47,6829.62,11,45
4344,9637,3,2025-05-20,178,62.8,11178.4,16,15
4345,2427,9,2023-06-04,14,1525.05,21350.7,21,30
4346,4345,19,2024-03-08,109,1991.65,217089.85,3,60
4347,552,9,2023-01-22,167,632.54,105634.18,1,60
4348,6635,80,2024-08-24,268,1494.86,400622.48,13,45
4349,2772,37,2024-02-27,244,1322.84,322772.96,4,45
4350,4937,34,2025-07-13,177,624.34,110508.18,23,15
4351,1911,20,2025-12-22,316,611.67,193287.72,28,90
4352,2442,100,2023-10-05,4,47.93,191.72,22,15
4353,4898,66,2023-11-01,181,736.76,133353.56,27,60
4354,6428,34,2025-12-08,23,1820.0,41860.0,13,90
4355,234,25,2023-08-16,192,1167.07,224077.44,15,30
4356,8516,62,2024-05-25,189,297.61,56248.29,12,15
4357,1685,46,2023-12-11,82,552.16,45277.12,3,90
4358,4100,3,2023-06-03,344,1405.24,483402.56,22,30
4359,8976,88,2023-06-30,264,1744.44,460532.16,3,15
4360,7162,95,2025-09-10,103,352.63,36320.89,19,60
4361,1538,52,2024-05-30,149,192.13,28627.37,24,30
4362,3614,66,2023-02-14,311,1369.35,425867.85,16,90
4363,1142,80,2025-11-02,248,435.59,108026.32,19,15
4364,4733,79,2025-06-03,33,1233.45,40703.85,26,30
4365,2544,38,2025-06-30,161,771.71,124245.31,6,45
4366,5243,20,2024-03-13,139,925.33,128620.87,25,60
4367,5723,16,2023-11-06,434,744.01,322900.34,27,30
4368,2458,59,2025-11-01,265,474.75,125808.75,1,15
4369,4515,88,2023-10-03,406,225.65,91613.9,20,90
4370,140,66,2024-07-15,385,722.38,278116.3,22,60
4371,3212,91,2023-05-28,225,1302.28,293013.0,19,30
4372,9128,35,2023-12-01,90,1488.32,133948.8,20,30
4373,6985,75,2023-07-15,98,151.25,14822.5,30,45
4374,676,64,2025-06-23,139,13.6,1890.4,12,15
4375,9066,8,2024-02-05,368,1277.64,470171.52,23,45
4376,2852,55,2023-12-18,319,1775.78,566473.82,6,30
4377,7883,2,2025-02-02,328,1891.61,620448.08,1,90
4378,8849,24,2024-08-20,112,1264.27,141598.24,23,30
4379,7819,5,2023-11-26,157,915.21,143687.97,7,30
4380,804,55,2023-04-15,435,1226.0,533310.0,25,60
4381,2844,88,2023-11-07,22,641.98,14123.56,1,90
4382,4297,69,2025-11-24,168,1458.22,244980.96,17,15
4383,5014,90,2025-09-09,100,580.69,58069.0,21,90
4384,2919,14,2023-05-15,185,1754.25,324536.25,4,45
4385,1898,92,2024-04-13,368,325.84,119909.12,7,90
4386,1956,49,2023-03-21,456,429.79,195984.24,14,45
4387,6179,79,2025-06-21,297,398.24,118277.28,1,30
4388,2836,52,2023-01-30,299,1940.49,580206.51,19,60
4389,8049,71,2025-04-21,477,1923.12,917328.24,27,45
4390,6265,98,2023-01-14,246,1393.38,342771.48,2,45
4391,3005,65,2023-08-19,216,653.19,141089.04,16,90
4392,9117,51,2023-09-30,39,572.35,22321.65,24,30
4393,1821,47,2025-12-07,457,555.53,253877.21,24,90
4394,2191,9,2023-05-05,443,731.44,324027.92,27,45
4395,3606,41,2025-09-14,215,542.12,116555.8,18,30
4396,8450,15,2024-11-08,468,487.2,228009.6,28,45
4397,5267,1,2024-11-18,313,1353.27,423573.51,16,60
4398,8666,51,2025-02-11,291,937.27,272745.57,24,15
4399,2878,80,2024-03-14,499,352.11,175702.89,11,60
4400,5257,76,2025-12-02,240,625.12,150028.8,24,45
4401,7143,68,2025-02-23,475,1205.62,572669.5,24,45
4402,4575,40,2025-10-14,72,1580.66,113807.52,20,15
4403,2202,37,2023-03-29,301,1607.92,483983.92,13,45
4404,1890,77,2023-03-25,158,1617.67,255591.86,19,45
4405,1830,39,2023-11-18,499,948.14,473121.86,16,60
4406,1699,98,2025-01-31,259,1713.35,443757.65,9,30
4407,9049,53,2024-09-02,326,691.59,225458.34,22,45
4408,984,2,2024-08-25,298,1668.89,497329.22,11,15
4409,9713,57,2023-04-24,313,1576.59,493472.67,7,15
4410,1945,21,2025-08-02,203,319.77,64913.31,27,15
4411,281,68,2025-12-30,271,1311.78,355492.38,21,60
4412,1706,18,2024-10-14,121,168.81,20426.01,10,30
4413,5143,74,2024-10-04,331,1165.83,385889.73,29,15
4414,7802,56,2025-05-21,343,55.07,18889.01,14,45
4415,913,87,2025-02-15,327,1625.1,531407.7,9,45
4416,5101,94,2024-07-31,86,800.38,68832.68,17,60
4417,1722,14,2025-05-05,223,265.13,59123.99,30,60
4418,817,52,2025-12-18,299,256.42,76669.58,7,60
4419,8223,95,2023-05-06,361,520.62,187943.82,3,90
4420,9176,79,2024-09-13,42,985.93,41409.06,30,90
4421,4995,21,2024-08-02,229,99.17,22709.93,21,60
4422,3585,7,2024-07-24,1,1324.78,1324.78,27,90
4423,4445,32,2024-08-19,369,452.96,167142.24,5,45
4424,4031,67,2025-10-13,146,157.51,22996.46,23,90
4425,3263,30,2023-07-09,305,777.47,237128.35,14,60
4426,9084,88,2025-06-19,211,666.88,140711.68,18,90
4427,5478,51,2024-09-17,32,1688.8,54041.6,4,45
4428,333,96,2025-03-20,345,1959.19,675920.55,24,45
4429,1819,91,2025-10-28,339,1235.36,418787.04,4,15
4430,6083,2,2023-06-17,374,337.18,126105.32,22,60
4431,1156,67,2023-07-08,289,1317.16,380659.24,24,60
4432,1247,94,2024-02-01,11,80.57,886.27,5,60
4433,3650,26,2024-07-13,41,1864.07,76426.87,5,90
4434,7423,46,2023-11-03,419,764.86,320476.34,28,60
4435,9415,22,2025-11-21,497,1015.72,504812.84,10,30
4436,6961,31,2025-09-26,143,953.37,136331.91,5,15
4437,9528,56,2023-04-20,402,429.99,172855.98,13,60
4438,8381,27,2023-08-18,232,12.13,2814.16,24,15
4439,4662,77,2024-06-16,448,1318.45,590665.6,2,45
4440,3137,91,2024-10-27,324,573.63,185856.12,23,30
4441,2366,79,2023-10-31,381,618.75,235743.75,13,90
4442,9650,88,2024-02-08,463,1002.68,464240.84,7,15
4443,5486,91,2023-03-28,268,934.72,250504.96,13,30
4444,7289,53,2025-07-11,155,1955.71,303135.05,8,15
4445,7292,99,2023-08-04,257,993.59,255352.63,23,45
4446,1437,59,2024-08-03,301,1408.47,423949.47,23,60
4447,7857,1,2024-02-01,109,6.6,719.4,28,90
4448,1998,33,2024-05-05,16,217.04,3472.64,12,45
4449,8606,26,2024-07-13,317,185.89,58927.13,26,30
4450,9727,22,2023-08-07,289,956.98,276567.22,25,60
4451,8049,12,2025-08-08,19,1964.51,37325.69,2,15
4452,1429,16,2025-05-27,479,1153.47,552512.13,1,90
4453,9430,40,2023-10-20,477,1064.88,507947.76,10,15
4454,9639,13,2025-01-15,222,712.01,158066.22,7,45
4455,6140,55,2023-06-01,84,1503.38,126283.92,17,90
4456,7894,9,2023-12-08,474,634.54,300771.96,15,30
4457,6228,87,2025-11-05,8,963.39,7707.12,14,60
4458,3673,78,2025-09-28,170,326.78,55552.6,3,60
4459,2186,57,2023-07-20,336,1544.87,519076.32,26,30
4460,6306,7,2024-11-29,365,153.01,55848.65,7,15
4461,7704,26,2024-12-10,374,872.99,326498.26,15,30
4462,6110,26,2023-05-31,99,1630.71,161440.29,12,60
4463,3799,100,2025-08-18,225,98.26,22108.5,19,60
4464,3784,43,2023-01-26,467,1633.45,762821.15,6,15
4465,5366,3,2023-07-11,264,448.52,118409.28,25,60
4466,5334,46,2024-12-23,120,72.51,8701.2,18,15
4467,1253,46,2025-02-08,118,1800.25,212429.5,19,90
4468,720,47,2025-04-08,83,1062.03,88148.49,17,45
4469,6353,12,2024-05-17,229,886.9,203100.1,13,90
4470,5747,9,2024-08-18,92,1331.6,122507.2,18,90
4471,739,87,2025-02-02,139,777.56,108080.84,15,30
4472,8602,100,2023-04-24,254,775.32,196931.28,17,60
4473,2278,62,2024-05-04,314,222.0,69708.0,24,45
4474,5512,26,2024-09-05,143,1102.53,157661.79,12,30
4475,1177,47,2024-02-16,477,1241.45,592171.65,6,30
4476,3927,22,2024-07-07,236,230.94,54501.84,6,30
4477,9035,65,2025-02-15,159,1327.68,211101.12,27,15
4478,873,73,2025-02-17,89,566.3,50400.7,2,60
4479,7676,57,2025-12-06,412,811.03,334144.36,27,15
4480,2949,38,2023-12-23,45,1991.05,89597.25,25,30
4481,9308,54,2023-04-28,284,583.69,165767.96,4,45
4482,8762,29,2023-01-05,412,207.18,85358.16,7,90
4483,4794,85,2025-07-16,169,928.18,156862.42,15,90
4484,1103,32,2023-01-21,7,28.74,201.18,30,30
4485,9260,85,2024-10-21,372,280.45,104327.4,18,30
4486,940,27,2025-03-27,201,1747.77,351301.77,18,30
4487,2599,25,2024-03-09,3,1087.71,3263.13,19,60
4488,7480,34,2025-07-10,165,1540.92,254251.8,2,60
4489,5112,63,2024-10-31,388,856.93,332488.84,23,30
4490,9904,97,2023-05-09,182,1085.41,197544.62,24,60
4491,1371,100,2024-01-29,293,1391.0,407563.0,26,60
4492,8233,54,2025-02-06,195,1887.4,368043.0,29,45
4493,1038,49,2023-02-15,19,432.38,8215.22,19,45
4494,2442,67,2023-09-25,207,1319.42,273119.94,3,30
4495,9339,34,2023-01-05,26,1953.49,50790.74,9,60
4496,5809,64,2025-05-02,401,1928.5,773328.5,3,90
4497,3520,53,2024-11-10,59,451.79,26655.61,26,45
4498,6985,71,2024-10-31,398,1637.98,651916.04,27,30
4499,6561,77,2024-01-21,338,1493.45,504786.1,30,30
4500,2041,13,2025-02-23,50,666.26,33313.0,22,30
4501,6370,5,2024-04-05,69,1223.74,84438.06,24,90
4502,3848,50,2025-05-27,158,72.78,11499.24,23,90
4503,1293,97,2024-09-12,242,569.07,137714.94,21,45
4504,7025,33,2023-03-04,230,604.64,139067.2,4,15
4505,8799,82,2025-11-30,314,401.93,126206.02,4,90
4506,1526,73,2023-02-05,280,613.23,171704.4,6,15
4507,1254,93,2023-06-25,435,61.43,26722.05,4,30
4508,6431,50,2024-01-28,168,1382.36,232236.48,12,30
4509,5113,77,2024-12-17,42,1198.72,50346.24,1,60
4510,7324,91,2024-06-19,303,780.33,236439.99,2,90
4511,7234,81,2024-05-13,266,1785.35,474903.1,19,45
4512,8726,85,2023-06-12,488,1963.98,958422.24,20,30
4513,358,48,2024-05-04,435,408.06,177506.1,1,45
4514,7650,12,2024-02-24,475,1146.49,544582.75,22,60
4515,9322,62,2024-01-20,325,1998.53,649522.25,26,90
4516,1687,24,2025-05-06,199,84.94,16903.06,30,90
4517,4207,87,2024-02-15,28,1134.04,31753.12,30,15
4518,7149,15,2024-06-09,152,856.95,130256.4,5,90
4519,2132,5,2025-04-24,281,1368.66,384593.46,9,30
4520,4314,3,2024-10-22,88,1184.7,104253.6,24,90
4521,4816,63,2025-12-02,267,1189.47,317588.49,27,60
4522,1334,50,2023-06-20,138,1416.56,195485.28,26,90
4523,1525,95,2023-05-05,447,1822.29,814563.63,15,45
4524,2149,95,2025-08-05,91,887.01,80717.91,5,45
4525,3979,72,2025-01-06,341,1127.5,384477.5,29,60
4526,4784,43,2024-07-05,439,1247.87,547814.93,15,90
4527,5785,19,2024-05-16,139,1035.26,143901.14,19,45
4528,2138,19,2024-11-28,31,1495.18,46350.58,25,60
4529,6524,37,2023-10-05,153,1102.97,168754.41,4,45
4530,2015,93,2024-02-14,268,1440.88,386155.84,2,15
4531,6122,62,2025-07-16,171,1627.22,278254.62,17,90
4532,4864,69,2024-12-07,322,726.92,234068.24,28,30
4533,1891,58,2025-08-16,60,104.32,6259.2,24,45
4534,5503,17,2023-09-07,240,1286.57,308776.8,8,30
4535,1354,57,2025-02-23,209,1239.08,258967.72,19,30
4536,6917,73,2024-08-03,406,548.18,222561.08,24,15
4537,6814,6,2023-12-26,497,236.94,117759.18,8,90
4538,1775,69,2025-11-25,147,1360.14,199940.58,30,60
4539,5514,12,2023-07-07,215,453.58,97519.7,28,60
4540,202,8,2024-08-12,313,1081.82,338609.66,4,45
4541,1958,58,2023-08-14,39,343.17,13383.63,21,30
4542,2190,47,2024-07-17,79,875.63,69174.77,22,45
4543,4288,72,2024-02-23,41,1598.55,65540.55,23,30
4544,867,19,2023-05-31,158,708.12,111882.96,28,30
4545,8846,58,2023-01-22,6,1254.78,7528.68,25,60
4546,4389,31,2024-11-13,373,1016.04,378982.92,13,15
4547,5239,32,2023-10-31,270,601.01,162272.7,23,45
4548,7984,12,2023-08-12,115,1588.44,182670.6,16,60
4549,1295,56,2025-06-05,386,534.97,206498.42,30,30
4550,2477,3,2023-12-09,396,1470.02,582127.92,8,90
4551,7657,45,2023-02-26,461,1123.4,517887.4,6,90
4552,3908,36,2024-07-07,147,1772.82,260604.54,5,90
4553,2885,21,2024-05-02,403,650.87,262300.61,2,30
4554,2231,3,2023-01-03,320,1744.46,558227.2,30,45
4555,8654,53,2025-07-02,133,1743.49,231884.17,13,15
4556,5031,55,2024-08-02,158,1294.43,204519.94,23,30
4557,6346,89,2023-12-07,33,219.88,7256.04,6,30
4558,4397,59,2024-11-23,150,1754.11,263116.5,15,15
4559,422,50,2023-09-15,38,381.73,14505.74,19,30
4560,3532,6,2024-09-22,340,1005.41,341839.4,1,45
4561,3032,95,2023-09-11,464,1973.93,915903.52,20,30
4562,9292,67,2024-08-01,65,696.69,45284.85,11,15
4563,6552,49,2025-02-01,157,412.67,64789.19,12,15
4564,1526,73,2025-10-01,413,1042.5,430552.5,17,60
4565,4459,40,2025-07-03,43,1753.51,75400.93,13,90
4566,3545,22,2023-03-09,432,1006.85,434959.2,12,15
4567,1375,53,2023-03-27,489,1803.3,881813.7,8,45
4568,6525,100,2025-10-12,333,904.96,301351.68,19,15
4569,5697,59,2023-01-28,302,397.11,119927.22,9,45
4570,8245,86,2023-05-03,293,381.32,111726.76,21,45
4571,8952,19,2024-12-24,137,933.13,127838.81,29,30
4572,7248,59,2025-12-01,71,1363.58,96814.18,3,90
4573,7392,2,2024-06-18,139,1111.15,154449.85,2,30
4574,8328,17,2024-08-20,482,349.47,168444.54,27,60
4575,7847,94,2023-01-30,134,709.06,95014.04,14,60
4576,2140,67,2024-02-21,19,988.1,18773.9,11,60
4577,4591,48,2025-10-28,205,1004.11,205842.55,30,30
4578,6848,54,2024-06-20,470,333.92,156942.4,9,60
4579,1017,54,2023-05-09,215,1552.6,333809.0,2,30
4580,312,94,2023-12-25,186,174.18,32397.48,7,30
4581,9632,30,2023-04-26,253,392.63,99335.39,16,30
4582,3496,17,2023-02-05,166,499.4,82900.4,14,90
4583,5960,91,2025-02-16,150,146.44,21966.0,9,90
4584,4682,20,2025-07-01,163,940.63,153322.69,11,15
4585,2178,43,2024-05-03,419,237.28,99420.32,25,60
4586,9960,21,2024-08-27,312,1049.81,327540.72,9,30
4587,9711,6,2024-06-24,334,382.22,127661.48,11,90
4588,7292,76,2024-02-21,481,1825.49,878060.69,2,90
4589,8854,27,2023-11-04,264,190.35,50252.4,22,90
4590,8821,48,2024-10-22,467,1501.61,701251.87,24,60
4591,2431,84,2023-08-22,111,900.09,99909.99,14,30
4592,8317,84,2024-04-14,182,1839.16,334727.12,13,90
4593,2160,22,2023-10-23,388,1772.16,687598.08,25,45
4594,5672,20,2023-01-02,348,1111.2,386697.6,3,60
4595,4158,32,2025-11-15,378,1852.9,700396.2,20,45
4596,1014,10,2023-12-28,403,1751.3,705773.9,8,60
4597,8066,67,2024-09-14,490,210.28,103037.2,18,60
4598,370,83,2025-08-29,450,1512.33,680548.5,22,30
4599,6295,68,2025-07-09,86,1142.56,98260.16,2,60
4600,6851,69,2024-03-21,239,705.24,168552.36,14,30
4601,3023,33,2023-08-24,290,1191.81,345624.9,5,45
4602,1167,71,2023-08-17,425,698.29,296773.25,26,45
4603,2139,58,2024-11-21,210,18.65,3916.5,22,60
4604,4651,4,2023-01-22,190,866.99,164728.1,2,30
4605,7605,64,2023-12-15,345,488.47,168522.15,8,30
4606,7218,41,2025-02-16,400,1725.75,690300.0,7,15
4607,2535,83,2024-08-12,144,722.25,104004.0,21,45
4608,1177,90,2025-06-15,378,495.25,187204.5,26,60
4609,6526,43,2023-09-03,383,21.83,8360.89,28,30
4610,8731,59,2025-11-01,428,402.82,172406.96,17,15
4611,847,61,2023-07-05,218,718.4,156611.2,4,90
4612,1619,27,2024-11-09,334,1780.69,594750.46,19,15
4613,262,54,2025-09-24,353,579.74,204648.22,2,45
4614,3866,5,2024-02-19,218,567.21,123651.78,13,30
4615,8963,46,2025-08-03,108,628.56,67884.48,29,45
4616,3379,6,2025-06-17,406,1137.7,461906.2,2,30
4617,3571,48,2025-04-07,219,1613.34,353321.46,13,15
4618,2632,14,2023-06-06,210,1903.05,399640.5,2,60
4619,5316,85,2025-01-05,438,1633.47,715459.86,4,60
4620,5980,1,2024-11-15,424,1329.51,563712.24,23,15
4621,8312,65,2025-05-13,7,791.8,5542.6,8,15
4622,4067,39,2023-05-15,144,84.45,12160.8,1,60
4623,28,18,2023-07-01,292,1865.51,544728.92,17,90
4624,7344,57,2025-11-25,193,560.32,108141.76,1,30
4625,1786,39,2025-04-08,289,1399.17,404360.13,29,60
4626,5453,23,2025-12-26,496,95.42,47328.32,27,30
4627,3406,22,2024-05-24,31,24.14,748.34,24,60
4628,698,21,2024-02-05,57,793.9,45252.3,16,90
4629,3293,89,2025-05-15,462,729.49,337024.38,7,30
4630,2127,57,2024-03-10,431,1761.1,759034.1,29,60
4631,3607,9,2024-05-15,176,48.69,8569.44,4,45
4632,1905,19,2023-07-29,464,219.27,101741.28,19,30
4633,5871,95,2023-01-05,376,201.72,75846.72,21,90
4634,492,2,2025-12-22,157,324.36,50924.52,20,45
4635,6801,32,2023-06-15,473,1555.91,735945.43,7,45
4636,8885,52,2023-09-17,298,746.64,222498.72,23,30
4637,1551,11,2024-08-29,40,346.6,13864.0,11,60
4638,8794,63,2023-04-13,145,1667.07,241725.15,18,30
4639,4429,11,2024-06-19,283,1769.27,500703.41,21,15
4640,6597,43,2023-09-22,149,328.72,48979.28,5,45
4641,5406,7,2023-03-28,431,44.78,19300.18,25,15
4642,8657,81,2024-06-10,116,466.7,54137.2,13,30
4643,5789,16,2023-05-23,9,1069.69,9627.21,16,60
4644,3733,10,2024-09-13,187,1744.32,326187.84,7,60
4645,3248,17,2025-03-27,356,265.37,94471.72,25,15
4646,134,82,2025-02-13,397,1621.7,643814.9,25,30
4647,122,45,2025-09-28,194,34.0,6596.0,11,60
4648,3476,88,2025-08-19,446,707.68,315625.28,1,60
4649,9434,49,2023-01-24,469,1662.56,779740.64,8,30
4650,3004,88,2024-07-04,423,837.31,354182.13,29,45
4651,2602,17,2025-05-22,138,1310.52,180851.76,23,45
4652,1136,86,2023-06-02,23,272.83,6275.09,7,90
4653,8289,89,2023-12-18,244,863.04,210581.76,16,15
4654,3607,32,2024-10-13,298,1544.1,460141.8,6,90
4655,1056,8,2023-12-09,357,681.23,243199.11,2,45
4656,7039,41,2023-06-15,317,1361.22,431506.74,26,90
4657,4131,66,2025-03-24,82,116.63,9563.66,6,30
4658,599,37,2025-02-19,444,1584.87,703682.28,14,60
4659,5466,51,2025-12-29,106,386.03,40919.18,12,60
4660,4848,26,2025-11-18,414,847.3,350782.2,23,15
4661,9358,93,2025-06-16,289,338.53,97835.17,19,15
4662,8316,62,2023-09-18,456,140.06,63867.36,30,30
4663,3413,49,2024-12-21,454,1468.0,666472.0,26,30
4664,4024,60,2024-08-26,320,1624.26,519763.2,19,60
4665,2639,40,2025-04-02,441,1932.43,852201.63,23,60
4666,8736,18,2024-09-23,56,1407.01,78792.56,27,90
4667,1937,68,2023-07-12,242,319.49,77316.58,14,30
4668,9405,75,2025-09-07,160,667.07,106731.2,14,15
4669,106,26,2025-11-16,300,1723.89,517167.0,12,45
4670,1499,52,2024-11-19,99,929.55,92025.45,19,45
4671,744,78,2024-04-02,284,1884.64,535237.76,5,90
4672,7708,20,2024-03-20,271,1193.6,323465.6,29,90
4673,3982,28,2023-11-09,335,1575.51,527795.85,16,45
4674,5271,88,2024-01-06,352,1098.24,386580.48,1,45
4675,4364,82,2025-10-14,436,213.73,93186.28,21,30
4676,8999,18,2025-06-02,22,1746.18,38415.96,5,90
4677,2173,64,2023-07-16,44,1232.52,54230.88,26,90
4678,526,8,2025-07-28,305,1978.58,603466.9,29,90
4679,2926,7,2025-02-24,480,735.47,353025.6,15,30
4680,5674,51,2025-10-11,161,1707.11,274844.71,24,15
4681,2808,28,2024-07-01,180,1352.65,243477.0,25,15
4682,6249,22,2023-04-04,324,691.86,224162.64,18,30
4683,2651,47,2024-06-20,92,969.6,89203.2,10,30
4684,6146,22,2023-04-29,82,641.78,52625.96,11,15
4685,8056,26,2025-01-13,229,1181.2,270494.8,24,45
4686,6233,81,2025-02-09,9,1680.35,15123.15,4,60
4687,7290,95,2023-03-30,184,40.98,7540.32,6,60
4688,3139,68,2025-11-18,76,1560.27,118580.52,25,45
4689,1639,72,2025-07-06,140,410.42,57458.8,20,30
4690,4002,54,2025-12-29,181,430.97,78005.57,16,45
4691,7589,17,2023-09-04,139,1610.4,223845.6,7,60
4692,3375,86,2025-08-25,276,916.86,253053.36,12,60
4693,468,29,2024-01-26,34,1078.59,36672.06,9,15
4694,2945,64,2024-08-26,146,1518.15,221649.9,16,45
4695,3469,72,2023-10-23,293,644.17,188741.81,13,15
4696,9544,1,2023-04-09,493,485.57,239386.01,4,90
4697,3696,2,2023-08-22,63,1003.94,63248.22,21,90
4698,3671,62,2025-10-10,236,837.75,197709.0,20,30
4699,8593,94,2024-08-30,30,975.06,29251.8,19,45
4700,8335,19,2024-03-29,314,624.08,195961.12,29,30
4701,1886,98,2023-11-04,352,1668.27,587231.04,5,30
4702,5617,54,2025-07-21,371,381.77,141636.67,23,90
4703,631,91,2023-09-10,109,1856.75,202385.75,29,15
4704,8354,76,2023-05-16,205,960.53,196908.65,21,60
4705,2841,70,2023-09-22,121,1700.48,205758.08,9,60
4706,3756,13,2025-10-22,410,229.4,94054.0,30,45
4707,2051,83,2025-09-16,253,1442.11,364853.83,2,90
